STRG.10.1	R2_68_2	c	6.048405	4.000
STRG.10.2	R2_68_1	c	8.175065	4.000
STRG.11.1	R2_67_1	=	190.092719	24.000
STRG.12.1	R1_52_2	=	12.070281	7.000
STRG.13.1	R2_117_3	=	1613.746865	556.000
STRG.13.2	R2_117_1	=	1341.556006	492.000
STRG.14.1	R2_55_2	=	36.827574	7.000
STRG.15.1	R1_31_1	=	6674.940555	1278.000
STRG.15.2	R1_31_2	=	1461.639923	824.000
STRG.16.1	R1_33_2	=	3787.566370	536.000
STRG.17.1	R1_32_1	=	233.006972	75.000
STRG.17.2	R1_32_2	=	189.959478	47.000
STRG.18.1	R2_46_1	=	968.640078	749.000
STRG.18.2	R2_46_3	=	1475.995507	514.000
STRG.19.1	R2_45_1	=	93.233701	52.000
STRG.19.2	R2_45_2	=	79.710471	63.000
STRG.19.3	R2_45_3	=	98.458707	78.000
STRG.19.4	R2_45_4	=	156.212126	114.000
STRG.20.1	R2_41_1	c	311.210208	154.000
STRG.20.2	R2_41_2	=	20538.948584	3486.000
STRG.21.1	R2_63_1	=	9.821217	6.000
STRG.23.1	R2_53_1	c	120610.704720	560.000
STRG.24.1	R2_53_2	=	2261.399731	1780.000
STRG.24.3	R2_53_3	=	2611.142128	1722.000
STRG.25.1	R2_42_1	=	2717.883428	1404.000
STRG.25.2	R2_42_2	=	14657.374349	2786.000
STRG.25.3	R2_42_3	=	16507.691726	2359.000
STRG.26.1	R2_38_2	=	21586.671709	5341.000
STRG.26.2	R2_38_1	=	2609.801529	729.000
STRG.26.4	R2_38_4	=	30757.555544	5007.000
STRG.27.1	R2_32_1	=	1478.737405	424.000
STRG.27.2	R2_32_2	=	326.345889	155.000
STRG.27.3	R2_32_3	=	187.010136	80.000
STRG.28.1	R2_28_3	=	1448.910045	262.000
STRG.28.2	R2_28_1	=	1807.113438	580.000
STRG.31.1	R2_26_1	c	422.325134	75.000
STRG.31.2	R2_26_2	=	336.646240	182.000
STRG.31.3	R2_26_1	c	78.828828	79.000
STRG.31.4	R2_26_1	=	54.161774	104.000
STRG.32.1	R2_140_1	=	0.000000	0.000
STRG.33.1	R2_153_1	=	26.051864	5.000
STRG.33.2	R2_153_3	c	34.052036	2.000
STRG.34.1	R1_14_1	=	89631.833655	17700.000
STRG.36.1	R2_154_2	=	38148.210000	10656.000
STRG.36.2	R2_154_1	=	6577.821801	2026.000
STRG.37.3	R2_151_2	c	28.081879	2.000
STRG.38.1	R1_23_1	=	115.703587	77.000
STRG.38.2	R1_23_2	=	99.762985	43.000
STRG.39.1	R1_22_1	=	3094.972603	1334.000
STRG.39.2	R1_22_2	=	3501.642687	1302.000
STRG.40.1	R2_150_1	=	12875.928527	3025.000
STRG.40.6	R2_150_2	c	12900.351674	1229.000
STRG.42.1	R2_14_1	=	17140.491442	7705.000
STRG.42.3	R2_14_2	=	117204.348708	18917.000
STRG.42.4	R2_14_3	=	17089.488679	5398.000
STRG.43.1	R1_103_1	=	1238.880140	864.000
STRG.43.2	R1_103_2	=	4050.307109	3027.000
STRG.44.1	R2_19_1	=	55.597827	37.000
STRG.44.2	R2_19_2	c	20.791391	26.000
STRG.45.1	R1_102_1	=	152.633272	90.000
STRG.45.2	R1_102_2	=	66.113633	34.000
STRG.46.1	R1_13_1	=	984.609467	770.000
STRG.46.2	R1_13_2	=	516.443307	107.000
STRG.47.1	R1_101_1	=	702.404708	153.000
STRG.47.2	R1_101_2	=	483.338693	57.000
STRG.48.1	R2_116_3	=	11.060382	2.000
STRG.49.1	R2_1_1	=	0.000000	0.000
STRG.50.1	R2_65_1	=	24716.705817	7590.000
STRG.5.1	R2_6_1	=	26054.700958	3651.000
STRG.51.1	R1_91_2	=	524.564751	172.000
STRG.51.2	R1_91_1	=	168.179253	28.000
STRG.52.1	R1_81_1	c	115.424502	2.000
STRG.53.2	R1_73_2	c	24462.583468	5057.000
STRG.54.1	R1_72_2	=	0.000000	0.000
STRG.55.1	R1_61_2	=	235.198053	31.000
STRG.55.2	R1_61_1	=	57.452540	11.000
STRG.56.1	R1_62_2	=	60.754411	22.000
STRG.56.2	R1_62_1	=	67.476175	22.000
STRG.57.1	R1_71_2	=	1570.021221	167.000
STRG.57.2	R1_71_1	=	208.774246	56.000
STRG.58.1	R1_41_1	c	17160.446407	221.000
STRG.58.2	R1_41_2	=	598.084279	208.000
STRG.58.3	R1_41_1	=	2663.048915	234.000
STRG.59.1	R2_54_1	c	1025.890581	7.000
STRG.60.1	R1_11_2	=	43817.418408	11044.000
STRG.60.2	R1_11_1	=	16674.605576	3555.000
STRG.6.1	R1_92_1	c	6276.690017	1672.000
STRG.6.3	R1_92_2	=	5784.053126	1292.000
STRG.63.1	R2_57_1	=	58.645184	31.000
STRG.63.2	R2_57_2	=	172.802478	76.000
STRG.64.1	R2_59_3	=	29.555832	25.000
STRG.64.2	R2_59_2	=	9.431147	11.000
STRG.64.3	R2_59_1	=	26.402878	29.000
STRG.7.3	R2_72_3	c	2003.619428	1149.000
STRG.7.4	R2_72_4	c	1946.074230	738.000
STRG.8.1	R2_71_1	=	19.724558	8.000
STRG.9.1	R2_7_2	=	5280.929141	3617.000
STRG.9.2	R2_7_1	=	9964.434995	1788.000
