R1_101_1	R1_101_1	=	908.454341	153.000
R1_101_2	R1_101_2	=	881.834049	57.000
R1_102_1	R1_102_1	=	202.118162	90.000
R1_102_2	R1_102_2	=	85.144901	34.000
R1_103_1	R1_103_1	=	1599.743751	864.000
R1_103_2	R1_103_2	=	5248.695714	3027.000
R1_11_1	R1_11_1	=	21810.716129	3548.000
R1_11_2	R1_11_2	=	57381.241384	11024.000
R1_13_1	R1_13_1	=	1268.786463	770.000
R1_13_2	R1_13_2	=	665.105103	107.000
R1_14_1	R1_14_1	=	119044.234164	17698.000
R1_22_1	R1_22_1	=	4042.265510	1334.000
R1_22_2	R1_22_2	=	4583.729908	1302.000
R1_23_1	R1_23_1	=	149.009668	77.000
R1_23_2	R1_23_2	=	128.480454	43.000
R1_31_1	R1_31_1	=	8659.115803	1278.000
R1_31_2	R1_31_2	=	1834.355296	801.000
R1_32_1	R1_32_1	=	300.944431	75.000
R1_32_2	R1_32_2	=	245.558610	47.000
R1_33_1	R1_33_1	=	109.489979	83.000
R1_33_2	R1_33_2	=	2117.411754	587.000
R1_41_1	R1_41_1	=	3447.772223	234.000
R1_41_2	R1_41_2	=	771.272625	208.000
R1_52_2	R1_52_2	=	15.544796	7.000
R1_61_1	R1_61_1	=	74.169807	11.000
R1_61_2	R1_61_2	=	302.901447	31.000
R1_62_1	R1_62_1	=	86.899661	22.000
R1_62_2	R1_62_2	=	81.252335	11.000
R1_71_1	R1_71_1	=	271.209376	56.000
R1_71_2	R1_71_2	=	2057.749693	167.000
R1_72_1	R1_72_1	=	45.280311	12.000
R1_73_1	R1_73_1	=	19381.047925	11581.000
R1_73_2	R1_73_2	=	9642.758194	9055.000
R1_81_1	R1_81_1	=	8.715928	2.000
R1_82_1	R1_82_1	=	2.421512	1.000
R1_91_1	R1_91_1	=	219.641395	28.000
R1_91_2	R1_91_2	=	680.362403	172.000
R1_92_1	R1_92_1	=	3714.323993	1850.000
R1_92_2	R1_92_2	=	7531.055492	1290.000
R2_1_1	R2_1_1	=	29.903239	8.000
R2_116_3	R2_116_3	=	14.317425	2.000
R2_117_1	R2_117_1	=	1736.491326	492.000
R2_117_3	R2_117_3	=	2301.715001	548.000
R2_140_1	R2_140_1	=	356.606882	89.000
R2_14_1	R2_14_1	=	23532.575781	6921.000
R2_14_2	R2_14_2	=	152267.281279	18919.000
R2_14_3	R2_14_3	=	22073.453532	5398.000
R2_150_1	R2_150_1	=	15688.282797	2845.000
R2_150_2	R2_150_2	=	5323.458056	3051.000
R2_151_1	R2_151_1	=	25.595029	5.000
R2_151_2	R2_151_2	=	18.564928	5.000
R2_151_3	R2_151_3	=	46.028746	4.000
R2_153_1	R2_153_1	=	33.632115	5.000
R2_153_3	R2_153_3	=	11.635400	6.000
R2_154_1	R2_154_1	=	8522.479588	2026.000
R2_154_2	R2_154_2	=	52040.423171	10652.000
R2_19_1	R2_19_1	=	69.715305	36.000
R2_19_2	R2_19_2	=	13.314157	32.000
R2_20_2	R2_20_2	=	12.738971	5.000
R2_24_1	R2_24_1	=	73.199756	93.000
R2_26_1	R2_26_1	=	69.769421	104.000
R2_26_2	R2_26_2	=	434.295219	182.000
R2_27_1	R2_27_1	=	62.531567	45.000
R2_27_2	R2_27_2	=	237.483594	73.000
R2_28_1	R2_28_1	=	1781.934818	478.000
R2_28_2	R2_28_2	=	181.850617	150.000
R2_28_3	R2_28_3	=	1947.752921	249.000
R2_32_1	R2_32_1	=	1910.565359	424.000
R2_32_2	R2_32_2	=	438.207681	155.000
R2_32_3	R2_32_3	=	213.972161	69.000
R2_37_1	R2_37_1	=	3.118409	1.000
R2_37_2	R2_37_2	=	1.437656	1.000
R2_37_3	R2_37_3	=	3.343024	1.000
R2_38_1	R2_38_1	=	3414.792370	710.000
R2_38_2	R2_38_2	=	28464.402085	5213.000
R2_38_3	R2_38_3	=	28017.520083	6258.000
R2_38_4	R2_38_4	=	42064.217138	4879.000
R2_41_1	R2_41_1	=	514.571359	357.000
R2_41_2	R2_41_2	=	26523.498800	3486.000
R2_42_1	R2_42_1	=	3497.752011	1403.000
R2_42_2	R2_42_2	=	19156.254781	2786.000
R2_42_3	R2_42_3	=	21328.570021	2359.000
R2_45_1	R2_45_1	=	110.994917	45.000
R2_45_2	R2_45_2	=	96.740317	56.000
R2_45_3	R2_45_3	=	126.800730	78.000
R2_45_4	R2_45_4	=	203.113215	107.000
R2_46_1	R2_46_1	=	1233.217803	740.000
R2_46_2	R2_46_2	=	4800.010821	262.000
R2_46_3	R2_46_3	=	1900.871073	514.000
