chrIS_full_half_null,Bambu,full,Section1,30,0,2,0
chrIS_full_half_null,FLAIR,full,Section1,16,0,8,14
chrIS_full_half_null,FLAMES,full,Section1,12,0,0,18
chrIS_full_half_null,isoQuant,full,Section1,21,0,0,9
chrIS_full_half_null,Mandalorion,full,Section1,16,0,2,14
chrIS_full_half_null,Stringtie2,full,Section1,19,0,3,11
chrIS_full_half_null,TALON,full,Section1,20,0,28,10
chrIS_full_half_null,TALON_reco,full,Section1,18,0,14,12
chrIS_full_half_null,Bambu,null,Section3,0,14,6,38
chrIS_full_half_null,FLAIR,null,Section3,0,10,11,42
chrIS_full_half_null,FLAMES,null,Section3,0,0,0,52
chrIS_full_half_null,isoQuant,null,Section3,0,15,2,37
chrIS_full_half_null,Mandalorion,null,Section3,0,22,3,30
chrIS_full_half_null,Stringtie2,null,Section3,0,21,11,31
chrIS_full_half_null,TALON,null,Section3,0,18,68,34
chrIS_full_half_null,TALON_reco,null,Section3,0,10,36,42
chrIS_full_half_null,Bambu,partial,Section2,41,11,10,26
chrIS_full_half_null,FLAIR,partial,Section2,33,18,20,27
chrIS_full_half_null,FLAMES,partial,Section2,24,0,0,54
chrIS_full_half_null,isoQuant,partial,Section2,37,23,1,18
chrIS_full_half_null,Mandalorion,partial,Section2,33,25,4,20
chrIS_full_half_null,Stringtie2,partial,Section2,37,22,9,19
chrIS_full_half_null,TALON,partial,Section2,32,24,185,22
chrIS_full_half_null,TALON_reco,partial,Section2,32,20,51,26
chrIS_half_null_full,Bambu,full,Section3,52,0,4,0
chrIS_half_null_full,FLAIR,full,Section3,22,0,15,30
chrIS_half_null_full,FLAMES,full,Section3,11,0,0,41
chrIS_half_null_full,isoQuant,full,Section3,15,0,2,37
chrIS_half_null_full,Mandalorion,full,Section3,24,0,7,28
chrIS_half_null_full,Stringtie2,full,Section3,28,0,1,24
chrIS_half_null_full,TALON,full,Section3,25,0,65,27
chrIS_half_null_full,TALON_reco,full,Section3,26,0,34,26
chrIS_half_null_full,Bambu,null,Section2,0,35,15,43
chrIS_half_null_full,FLAIR,null,Section2,0,33,25,45
chrIS_half_null_full,FLAMES,null,Section2,0,0,0,78
chrIS_half_null_full,isoQuant,null,Section2,0,50,5,28
chrIS_half_null_full,Mandalorion,null,Section2,0,57,5,21
chrIS_half_null_full,Stringtie2,null,Section2,0,53,19,25
chrIS_half_null_full,TALON,null,Section2,0,54,189,24
chrIS_half_null_full,TALON_reco,null,Section2,0,42,53,36
chrIS_half_null_full,Bambu,partial,Section1,10,8,3,12
chrIS_half_null_full,FLAIR,partial,Section1,5,8,6,17
chrIS_half_null_full,FLAMES,partial,Section1,2,4,0,24
chrIS_half_null_full,isoQuant,partial,Section1,4,9,1,17
chrIS_half_null_full,Mandalorion,partial,Section1,6,10,2,14
chrIS_half_null_full,Stringtie2,partial,Section1,6,8,4,16
chrIS_half_null_full,TALON,partial,Section1,6,11,29,13
chrIS_half_null_full,TALON_reco,partial,Section1,6,9,16,15
chrIS_null_full_half,Bambu,full,Section2,78,0,5,0
chrIS_null_full_half,FLAIR,full,Section2,59,0,28,19
chrIS_null_full_half,FLAMES,full,Section2,46,0,0,32
chrIS_null_full_half,isoQuant,full,Section2,68,0,0,10
chrIS_null_full_half,Mandalorion,full,Section2,58,0,6,20
chrIS_null_full_half,Stringtie2,full,Section2,67,0,2,11
chrIS_null_full_half,TALON,full,Section2,60,0,183,18
chrIS_null_full_half,TALON_reco,full,Section2,60,0,51,18
chrIS_null_full_half,Bambu,null,Section1,0,10,2,20
chrIS_null_full_half,FLAIR,null,Section1,0,7,8,23
chrIS_null_full_half,FLAMES,null,Section1,0,0,0,30
chrIS_null_full_half,isoQuant,null,Section1,0,13,1,17
chrIS_null_full_half,Mandalorion,null,Section1,0,16,2,14
chrIS_null_full_half,Stringtie2,null,Section1,0,14,6,16
chrIS_null_full_half,TALON,null,Section1,0,15,30,15
chrIS_null_full_half,TALON_reco,null,Section1,0,13,18,17
chrIS_null_full_half,Bambu,partial,Section3,25,7,2,20
chrIS_null_full_half,FLAIR,partial,Section3,7,7,8,38
chrIS_null_full_half,FLAMES,partial,Section3,4,0,0,48
chrIS_null_full_half,isoQuant,partial,Section3,11,8,2,33
chrIS_null_full_half,Mandalorion,partial,Section3,9,13,2,30
chrIS_null_full_half,Stringtie2,partial,Section3,11,14,8,27
chrIS_null_full_half,TALON,partial,Section3,9,13,67,30
chrIS_null_full_half,TALON_reco,partial,Section3,9,8,35,35
