0000b6f1-d31e-4a5f-8911-23532f517809	-
0000f4d0-16c9-45ed-847c-7a7b3436ab62	-
00013584-bb84-4015-9a91-8754d8a9d80a	+
0002bc31-360f-4dc1-9b4e-09e253a7eb44	-
0002e6e5-14bb-4b45-8aed-e92d592dbb42	+
00034d23-340b-4b30-bce1-81ee7a3732c9	+
0003cb18-d954-4109-911b-de3aff5acd04	-
0003fc29-43ea-4743-adaf-23e15e9b558a	+
0004ac0c-b85d-4526-87bb-0239c9b7425e	+
0005215c-5934-47c5-8bab-b617b03fb70b	+
0005edff-617e-4fe6-9046-9b25a2b49168	-
0005fb4e-908e-481e-9201-24b03d599641	+
00072d14-adbb-4685-9495-b1e77b815eee	-
00076871-3998-4d88-8b91-84c93dc58b62	+
0007d023-3342-4866-9b93-a202bce21e0d	+
0007f131-148e-44f0-970f-1d0580b7ddd4	+
00084ae3-d1fa-4bc9-80e7-f00e9ba13600	+
000877ee-bf73-4f78-b158-0ba95b1552e5	+
0008becf-575d-49ac-b76f-ad64c5eeda4d	+
0008cc6c-a1ab-44b6-88aa-8712116ddf7c	+
000a7f5a-abdc-4564-9f8a-1e59b71ea144	-
000aeb4d-d03d-45c9-9068-75ca485fd150	-
000aeed0-d2f1-41da-9bbd-cbafdc9db157	+
000b549e-b276-4bb0-9989-759c6996a8c5	+
000c26c2-7e49-4bb2-8c40-dc3fdef08d86	-
000c475d-5a0b-4122-bee0-192fdfee5195	+
000d1379-03b5-4a92-b21d-9dce7d4d215b	+
000dcad4-ef40-4e42-a103-ac0d1006522e	+
000e3836-e415-4efb-9c99-47c9a42e7c1e	+
000ee1a2-57d7-4c5a-a99b-6b042c044cd3	+
00102a3f-837a-4e43-8ea6-59294902a657	-
00106e36-9ef9-45aa-b9cf-3f080deaeb0d	-
001121cc-8ef1-4137-b1ce-892160803acb	+
001173ef-fd32-4e49-9ce7-22539134bbb5	+
0011de69-3c18-4ccf-9863-cd8e3ef4c294	+
00127824-f041-43e3-bc7b-3c7442b6cf4b	+
00130bd8-4092-4e2b-8fb6-cd9df0bcdcda	+
00140eef-e3e0-458e-8541-18448b090e07	+
00145341-044d-4ad2-8cf4-05b521e9534a	+
0015290b-b529-423c-b344-ec00823b4d3a	+
001564f8-6cef-4db5-afcf-ebd32b6ed5d0	-
00167fb7-a68f-4ff2-bdd5-3b5f29dfeef5	+
0016adc3-e2a7-43db-9b92-e9e3c58fb278	+
00171598-fc91-4e96-af62-c88dab57ba2b	+
00178f3e-e1f5-42d0-9b5e-4e57e26c449f	-
0017a091-c7d9-417b-ad8b-1179ea3fb175	+
0018a18e-148c-483d-9f32-b2258557ecc7	+
0018b931-7e70-4c86-a927-1681580e6cfd	+
00192486-654f-47e0-b6eb-5aaf7fb4a700	-
00194aec-1b1a-4dbc-86c6-ee30f3c1999b	-
001a45dd-37b5-4b65-80e3-b8f27b9444d9	+
001adc67-4f0d-4be5-9ad4-0addb97f61dc	+
001afb81-9e00-47f4-9902-2b2545d983d1	-
001c3148-a8c9-4875-88c0-6f0319dbd288	+
001c3817-aae6-4270-85e9-b14626fc6542	+
001f7f79-e3f3-425f-8840-720662ca3f02	+
001fac06-5d62-4591-8a07-57a18ce83889	+
0020b24a-814d-4307-bf5e-6e5887df6c50	+
0020ba75-bd91-4c41-a1d2-c3490ba34725	-
00217669-c4f2-4af7-a639-e4f37b872483	+
0021a5a7-f382-4aef-9aa9-a669e7d47f31	-
0021f2e9-632e-405d-a9ee-7a539373da66	-
0022078b-8344-422f-bab1-fb5a196ae121	-
00221cc5-3ebc-4f37-8fd3-c46b19cefa6c	+
0022f6ba-d1a5-4a72-8abe-9b7a7eb4941c	+
0023c74d-d602-4d41-826b-97c976965522	-
00245dd0-9c51-48e6-9abf-e6b82819fd4d	+
00259816-ac7f-4753-aaa0-ca2d2ef2292b	+
0025c3eb-e220-4d4e-b72e-42700b901439	+
0026b0a7-6a7b-4168-88c2-1fc65105444d	+
00289521-c98b-4262-adda-43ae7849b414	+
0029c7db-9644-4cdf-8852-11c31075e2a5	-
002b44bc-ca05-4ab5-ab9b-617ac7369288	+
002cc682-ef26-4aea-a9e0-af8571012b52	-
002d1720-579e-494c-be9b-c2672bf14c0f	+
002d32be-25d8-47fb-a585-fe61620c47ab	+
002d4b54-c13c-4702-95f5-f61af5a6e0d3	+
002d7333-2e3b-480d-9b72-473bde77f71f	+
002d9b53-a2ca-47fb-89be-2a893e609836	+
002da69f-0fa6-43db-9c2b-6987a61088f1	+
002dc188-a62e-4d60-bf23-a54004f6e84f	-
002de0cb-278c-4c81-85af-e1d71ebb0870	+
002e2484-5198-4959-9a63-0b8f28df9f9c	-
002e25f9-9a52-424d-afcb-6ba5da32c1ef	-
002e48d2-ec45-4691-b00a-785ea3ecaf01	+
002fb93b-c6fa-4722-b20b-0d351845e67d	+
003033d0-b21b-488a-b882-2c496d97c6a8	-
0031af51-8c0c-4a36-9f33-52f854bc0a0a	-
0031fc2d-bce9-4c5f-8876-0d8744fff163	-
00328ef2-1b65-4d37-b7e0-7b5973ecd71e	+
00339236-1645-4db8-b4ea-8aa32321fc25	+
00343098-e906-48e7-b2d9-2d00ec387b08	-
0034b293-7d3f-45a9-ba24-6fc5464595d5	+
0034b3cb-704c-4f83-a70a-eea15293b18e	-
0034c559-a8d3-4828-89db-70104e9367b0	+
0035978e-4da0-4be3-a5e5-8d356bd7e96b	+
00368a27-c801-42ab-927e-9e45f86dbb3c	+
0036bed8-9e15-449c-915f-0d7d8ca0c05a	+
00385a4b-b61a-4a05-b08b-1f8a229aed2b	-
0038771e-009d-4d3f-984b-47dfe53f7f4c	-
00389a45-b910-452a-800e-513b06223778	+
0038daf8-3cdb-47c4-8b5b-8d251d50df6a	-
00394982-fcf6-4163-875a-0d880bfd2eed	+
0039da23-a821-435e-957b-e9b69b6844de	+
003a550d-bb9c-4376-bf62-9678a9b2a1af	+
003a66d7-91c1-4538-9352-4c9ee01b3ccc	-
003b7369-dd2a-4f5c-8fd9-92fd70197631	-
003b75db-e81e-4de2-9815-05c51b8175f7	+
003bf9dd-4769-46fb-b4f8-6c7ae75fcd23	+
003c0f0b-1d2a-43a5-8e0b-2a1a52e83232	-
003c3e0c-845e-4f4a-8cff-282b1b0800ad	+
003c56bd-e54c-469d-81e2-4dcb3f7a9514	+
003eb759-8941-4c84-8c96-a7161d4b8fdb	+
003ebfb6-00b3-4c3c-8a07-f51c6deea943	-
003f081c-1bd2-4830-8dc5-9ee8cacb6818	+
003f43f6-f46b-4dc4-9341-30c5bbd5f7cb	+
003fd841-28ae-407f-ad6f-9e9e33496c35	+
0040c81b-7880-4aa6-b7a2-590051d6fb76	+
00412fc0-77e5-4cf3-9b7a-c6bb259c7b32	+
00425490-4a95-461f-a9c1-4e929c514bdc	-
00435363-abfa-48b1-a127-2435ba4f6525	+
00444501-2f51-4dca-81fa-a75ef57b1666	-
00450b8a-4780-485c-ab1e-5dc5b6c29c9e	+
004644ba-9172-427f-9f99-091d24eebafa	+
00467925-fe53-4b05-a5d8-5fc185a58b0d	-
00467d98-c08d-416c-afe8-7e3e0cfd8c02	+
0046d36e-3fdd-49f7-ac3e-31472febd132	+
0046fc67-2dc6-423a-bb4a-b8ae09ab749c	+
004af749-6261-4b01-9807-d70306e8edf4	+
004c100c-9a76-44f2-9792-fa3b8cd6a38b	+
004c9463-3388-4ade-8cb8-a2da8bb4b8ca	+
004ccc6f-756a-4010-9724-66d085284d78	+
004ccdbb-0352-429d-b510-06791d926775	+
004cd930-479c-46b9-ab53-bd99e18c9abd	+
004d5846-0935-449b-a0a0-4e1bf26fae49	+
004e11c3-3100-497a-9e35-ee12cc94187d	+
004e12bd-bb1b-405e-aabe-17f42db6499f	+
004f03ce-2464-4ddf-915e-11ef6466fea2	+
004f884a-25ee-4ff4-8a0d-9fccfe67432f	+
004fc1af-322e-47a6-b46b-c91d9786eeec	+
00505ad4-e3d9-49a2-a46b-636a1ec2790d	+
0050768e-58e8-4825-acee-8f2a772f0f65	-
0050a12e-498d-43ea-8d67-3f4fe44dec93	+
00520d33-bdf8-4f3e-bbae-5f98596cb09e	+
0053bf74-86fb-4665-be8d-8fe6d5167680	-
0053e3af-ce76-4708-83a7-c73163717d8a	+
00554ef9-cec1-4f59-bfe4-aa04ef905742	-
00557641-1151-46c7-a31d-af8cfc8ac7e5	+
005584fa-299a-48a7-a0f6-574bcd02bd2b	+
0056672f-0dfb-4456-8b6a-58a89b2f1a48	+
0056de2f-702a-411a-910a-5ff320f4ae60	+
0057a879-213c-4e3f-8caa-a8fff419f6b0	+
0058890c-c1d5-43b5-ae3c-52282e968324	+
0058eac3-d752-4766-b6c6-a4223cd4d638	+
0058f48a-8bc1-48af-9029-7b91f67791fa	+
