1000:1184|0c530d20-4dde-4adc-84cd-f38047f76dd0	+
1000:1367|81e8c48b-ce79-4148-9246-75df6ea7f7a3	+
1000:1431|1dc39f79-b91a-4e68-8b43-c25ff0667dac	+
1000:1468|2ba1c344-27e9-4c1e-9518-dee1a5a81a31	+
1000:1567|a21e3676-bb2d-48fb-af44-ae1822435997	+
1000:1577|874685ce-cea2-4950-be50-423980b51f60	+
1000:1579|6799bdc0-bde3-44e3-8833-eb94eb926c25	+
1000:1612|97940b36-f513-4335-8cd8-c3d74383b10c	+
1000:1618|a13d9cca-74cb-4e5d-b2a8-557b9d34e5fd	+
1000:1621|d1e51c53-7867-4a64-83b1-f00152b1e93d	+
1000:1631|102366d3-776a-4320-9e46-78d1ab2c9a00	+
1000:1631|3e2f6a67-739b-4711-9dfd-fde59a2815fc	+
1000:1646|c2bc0e55-00b3-465d-81bb-093ea212f079	-
1000:1650|1643fba7-ad2a-44dd-8df0-bbc998f4ed2e	+
1000:1661|a8e08b0a-c172-4865-8bf5-d649c9760465	-
1000:1663|af196587-ed2d-4245-b7d9-187d9761dcf1	-
1000:1668|0a830614-3095-4d5a-96be-54a7dd8c12c1	+
1000:1698|67b79baf-06b2-4b2c-b739-f23cd7d7b7bd	-
1000:1732|47a53ecc-b2a4-440f-bf97-7454ea8aa87c	+
1000:1751|ea0e7892-96b1-4247-a3a7-06103ee42f0e	+
1000:1783|d66f36ae-b1ff-4077-b335-a45a71d0d8b2	-
1000:1783|ee888f91-8110-4353-9086-edebf716f6e9	-
1000:1786|d0068d2e-fadb-4604-80a8-c8f07c12454e	-
1000:1798|40388e7c-0372-420b-8573-dd602f943d1e	+
1000:1823|c5293975-a88c-4b96-b817-2c03d64f7cf3	+
1000:1828|fd5b8d96-e372-4782-99b0-1dc28ee4b3ad	+
1000:1854|1c51912b-1a0b-433e-a1ac-256b070fdbb6	+
1000:1890|6a359921-66cb-4454-b076-e87ca2421eb9	+
1000:1890|98f90a89-8b5d-434f-89d7-eba1b491c6c4	+
1000:1933|37de5cbd-e791-435a-bfdb-fbcaaad89665	+
1000:1940|47d3b176-27ee-49cb-98d8-42ae1a00f29d	+
1000:2069|217f3c21-9501-4367-83bc-a74f82327095	+
1000:2102|21321392-898e-43f1-aa8e-f517695c74a1	+
1000:2133|ce89a850-9837-4a2a-9b59-e80101e55239	-
1000:2158|ee9004d5-baee-41d6-87ac-370f0cccc512	-
1000:2230|5d426956-0294-4364-a608-94230c7d75fd	+
1000:2257|8310c83c-ab8e-4c78-be3b-99c85d0662be	+
1000:2420|05c7679f-65de-414b-9b28-a5d82c296ada	+
1000:2441|69ca0cd3-d62e-439b-a3b6-3db2adb0adbc	-
1000:2678|d7c92dbf-ae75-4cac-8000-208f59041ffc	+
1000:2835|f5bc784f-123c-40d7-94dc-2b86489dd18b	+
100:1087|95dfbcfe-b586-4e3d-aeb4-043ad1d070f0	+
100:1099|ae0399e0-286f-4a92-9612-6d78177f1e99	+
1001:1168|f7e6894d-ccb5-4826-b06e-d434da4de8ed	+
1001:1176|bd6844cd-1cb1-4f8e-9bd6-7a5e380b84d4	+
1001:1482|0fb02488-3257-4e4b-aad4-6b5547478677	+
1001:1567|36a2e917-77e1-4262-b794-8a644c7e63dd	+
1001:1586|87aa772d-7b80-435d-9830-0bdf156d5dbc	+
1001:1588|0ed4263e-1438-4920-b3c2-e4a49ae94a77	+
1001:1596|1208b3fa-5d54-4635-b405-168dcd30b456	+
1001:1596|bf338a85-3840-4a9f-bbf8-0dbf9b666744	+
1001:1628|bb2864fa-3630-47d0-a1ee-983a9d51511b	+
1001:1672|bc75cc92-7575-43f0-8d07-b0bc5bc8e1ab	-
100:1170|a31d968a-1af7-4643-b591-cd5d4e63e1bd	+
1001:1749|3a7afe81-b3db-466c-8927-9eef74e45603	-
1001:1792|06cf5aae-a84c-4c56-8237-799c32cfd983	-
1001:1793|67eb52e5-e41f-4def-835c-6ad46d909565	-
1001:1813|c7c9638d-833c-4205-9f8a-b71a6d366cde	+
1001:1883|76ebc7de-6572-47b0-99ea-c851ccb33689	+
100:1192|e85a04d1-c5c7-4566-a5a8-9989452e64ee	+
1001:2065|2e063d77-eb97-45cb-a5e4-3fbca7b2c475	+
1001:2251|1db90d19-4165-4f7e-aa96-0a647f01c425	+
1001:2267|7117a4a4-5a72-4ea7-890b-0edd0ee056bd	+
1001:2852|06fdc5cf-27b2-4861-a21f-152b189bc2fc	-
100:1523|037a8f3f-e3b4-42ca-80ac-daa40969b111	-
100:1536|84e70084-bce2-4cdb-933a-ba6b057f335a	-
100:1822|48708ddb-52d7-452b-91a9-39b19f37caca	-
1002:1304|968cebbd-067c-4619-84f1-43fb3b91a85a	+
1002:1342|03c01954-26c2-40d7-ae7a-0c4865e6c65f	+
1002:1363|e2b70f44-de75-4129-8a7f-adac3589751a	+
1002:1464|9fb343af-c30e-45b9-b0c3-be8fcd4c38e4	+
1002:1511|ddc2cc8f-a777-4865-9438-23692883c5f0	+
1002:1514|5ab23e0d-4096-4233-976f-2b7bca8b4236	+
1002:1520|13e11b67-ad4b-4a91-a75e-22ba5325111a	+
1002:1521|6a0feb09-71c5-4b51-9ee0-f33d47cbedcb	+
1002:1526|3fd453ab-2df7-4376-bc61-36459b029997	+
1002:1555|ae86e85d-1f5b-4d83-8292-d8bbc74469da	-
1002:1578|0290b8a0-607a-41e9-98b0-871decb1b576	+
1002:1588|c6682240-35ab-412c-8481-4af4cb2be83b	+
