R1_101_1,R1_101_1,=,565.402037,81.000
R1_101_2,R1_101_2,=,363.749730,20.000
R1_102_1,R1_102_1,=,406.578331,154.000
R1_102_2,R1_102_2,=,267.905604,91.000
R1_103_1,R1_103_1,=,4819.200247,2214.000
R1_103_2,R1_103_2,=,10210.586356,5009.000
R1_11_1,R1_11_1,=,44762.897569,6194.000
R1_11_2,R1_11_2,=,75596.033368,12354.000
R1_12_1,R1_12_1,=,3.088441,1.000
R1_12_2,R1_12_2,=,0.000000,0.000
R1_13_1,R1_13_1,=,831.028235,429.000
R1_13_2,R1_13_2,=,358.066143,49.000
R1_14_1,R1_14_1,=,95919.222904,12130.000
R1_21_1,R1_21_1,=,0.000000,0.000
R1_21_2,R1_21_2,=,0.000000,0.000
R1_22_1,R1_22_1,=,15243.053329,4279.000
R1_22_2,R1_22_2,=,14704.962411,3553.000
R1_23_1,R1_23_1,=,295.752041,130.000
R1_23_2,R1_23_2,=,168.605027,48.000
R1_24_1,R1_24_1,=,0.000000,0.000
R1_31_1,R1_31_1,=,6165.159697,774.000
R1_31_2,R1_31_2,=,1157.657457,430.000
R1_32_1,R1_32_1,=,679.279043,144.000
R1_32_2,R1_32_2,=,601.927326,98.000
R1_33_1,R1_33_1,=,544.332261,351.000
R1_33_2,R1_33_2,=,1204.332024,284.000
R1_41_1,R1_41_1,=,3152.497662,182.000
R1_41_2,R1_41_2,=,300.783736,69.000
R1_42_1,R1_42_1,=,4.515514,1.000
R1_42_2,R1_42_2,=,0.000000,0.000
R1_43_1,R1_43_1,=,0.000000,0.000
R1_43_2,R1_43_2,=,3.696365,3.000
R1_51_1,R1_51_1,=,0.000000,0.000
R1_51_2,R1_51_2,=,0.000000,0.000
R1_52_1,R1_52_1,=,3.771599,1.000
R1_52_2,R1_52_2,=,13.053220,5.000
R1_53_1,R1_53_1,=,3.771599,2.000
R1_61_1,R1_61_1,=,87.194246,11.000
R1_61_2,R1_61_2,=,206.763005,18.000
R1_62_1,R1_62_1,=,139.308409,30.000
R1_62_2,R1_62_2,=,69.469445,8.000
R1_63_1,R1_63_1,=,0.000000,0.000
R1_63_2,R1_63_2,=,0.000000,0.000
R1_71_1,R1_71_1,=,85.402111,15.000
R1_71_2,R1_71_2,=,463.539480,32.000
R1_72_1,R1_72_1,=,0.000000,0.000
R1_72_2,R1_72_2,=,3.350816,1.000
R1_73_1,R1_73_1,=,5660.199411,2877.000
R1_73_2,R1_73_2,=,2973.288915,2375.000
R1_81_1,R1_81_1,=,5.123236,1.000
R1_81_2,R1_81_2,=,0.000000,0.000
R1_82_1,R1_82_1,=,0.000000,0.000
R1_82_2,R1_82_2,=,4.472333,1.000
R1_83_1,R1_83_1,=,2.341736,1.000
R1_83_2,R1_83_2,=,0.000000,0.000
R1_91_1,R1_91_1,=,101.440066,11.000
R1_91_2,R1_91_2,=,334.815097,72.000
R1_92_1,R1_92_1,=,2409.874762,1021.000
R1_92_2,R1_92_2,=,5257.213121,766.000
R1_93_1,R1_93_1,=,0.000000,0.000
R1_93_2,R1_93_2,=,0.000000,0.000
R2_105_1,R2_105_1,=,0.000000,0.000
R2_1_1,R2_1_1,=,21.971460,5.000
R2_115_1,R2_115_1,=,0.000000,0.000
R2_115_2,R2_115_2,=,0.000000,0.000
R2_116_1,R2_116_1,=,39.681789,6.000
R2_116_2,R2_116_2,=,49.709833,7.000
R2_116_3,R2_116_3,=,176.731875,21.000
R2_117_1,R2_117_1,=,2037.275130,491.000
R2_117_3,R2_117_3,=,3199.680921,648.000
R2_140_1,R2_140_1,=,1917.144284,407.000
R2_14_1,R2_14_1,=,24179.364223,6049.000
R2_14_2,R2_14_2,=,133372.098181,14096.000
R2_14_3,R2_14_3,=,31083.776868,6466.000
R2_143_1,R2_143_1,=,11.386948,2.000
R2_150_1,R2_150_1,=,16835.490123,2597.000
R2_150_2,R2_150_2,=,6980.302666,3403.000
R2_151_1,R2_151_1,=,18.053755,3.000
R2_151_2,R2_151_2,=,26.189981,6.000
R2_151_3,R2_151_3,=,13.527883,1.000
R2_152_1,R2_152_1,=,0.000000,0.000
R2_152_2,R2_152_2,=,0.000000,0.000
R2_153_1,R2_153_1,=,15.815206,2.000
R2_153_2,R2_153_2,=,9.743296,2.000
R2_153_3,R2_153_3,=,2.279769,1.000
R2_154_1,R2_154_1,=,6636.509503,1342.000
R2_154_2,R2_154_2,=,78041.548112,13588.000
R2_19_1,R2_19_1,=,88.787313,39.000
R2_19_2,R2_19_2,=,107.119486,219.000
R2_20_1,R2_20_1,=,0.000000,0.000
R2_20_2,R2_20_2,=,8.985584,3.000
R2_24_1,R2_24_1,=,57.369234,62.000
R2_24_2,R2_24_2,=,43.091376,36.000
R2_26_1,R2_26_1,=,465.312231,590.000
R2_26_2,R2_26_2,=,1949.661167,695.000
R2_27_1,R2_27_1,=,52.275411,32.000
R2_27_2,R2_27_2,=,260.064062,68.000
R2_28_1,R2_28_1,=,1380.495982,315.000
R2_28_2,R2_28_2,=,356.306877,250.000
R2_28_3,R2_28_3,=,1627.677873,177.000
R2_32_1,R2_32_1,=,625.084494,118.000
R2_32_2,R2_32_2,=,325.712960,98.000
R2_32_3,R2_32_3,=,193.216730,53.000
R2_33_1,R2_33_1,=,0.000000,0.000
R2_37_1,R2_37_1,=,3.666011,1.000
R2_37_2,R2_37_2,=,0.000000,0.000
R2_37_3,R2_37_3,=,7.860138,2.000
R2_38_1,R2_38_1,=,3680.845751,651.000
R2_38_2,R2_38_2,=,22383.446815,3487.000
R2_38_3,R2_38_3,=,20742.506939,3941.000
R2_38_4,R2_38_4,=,32271.245533,3184.000
R2_41_1,R2_41_1,=,848.937651,501.000
R2_41_2,R2_41_2,=,20680.066728,2312.000
R2_42_1,R2_42_1,=,2798.951619,955.000
R2_42_2,R2_42_2,=,13741.656553,1700.000
R2_42_3,R2_42_3,=,15125.138994,1423.000
R2_45_1,R2_45_1,=,234.874717,81.000
R2_45_2,R2_45_2,=,190.900914,94.000
R2_45_3,R2_45_3,=,202.578660,106.000
R2_45_4,R2_45_4,=,325.812644,146.000
R2_46_1,R2_46_1,=,3068.036342,1566.000
R2_46_2,R2_46_2,=,8292.057990,385.000
R2_46_3,R2_46_3,=,4434.558521,1020.000
R2_47_1,R2_47_1,=,0.898394,1.000
R2_47_2,R2_47_2,=,0.000000,0.000
R2_53_1,R2_53_1,=,7374.774736,3753.000
R2_53_2,R2_53_2,=,6464.663154,3434.000
R2_53_3,R2_53_3,=,6722.217673,2924.000
R2_54_1,R2_54_1,=,4.773967,4.000
R2_54_2,R2_54_2,=,0.000000,0.000
R2_55_2,R2_55_2,=,87.618549,11.000
R2_55_3,R2_55_3,=,49.229287,8.000
R2_57_1,R2_57_1,=,117.533846,41.000
R2_57_2,R2_57_2,=,172.484068,50.000
R2_59_1,R2_59_1,=,30.325241,22.000
R2_59_2,R2_59_2,=,10.257938,7.000
R2_59_3,R2_59_3,=,39.300692,10.000
R2_60_1,R2_60_1,=,136.115306,39.000
R2_60_2,R2_60_2,=,104.759923,44.000
R2_6_1,R2_6_1,=,10451.660353,945.000
R2_6_2,R2_6_2,=,3925.780288,289.000
R2_63_1,R2_63_1,=,44.608219,18.000
R2_63_3,R2_63_3,=,42.516203,6.000
R2_65_1,R2_65_1,=,54285.501758,10911.000
R2_67_1,R2_67_1,=,119.917494,10.000
R2_68_1,R2_68_1,=,11.845310,8.000
R2_68_2,R2_68_2,=,7.419258,4.000
R2_7_1,R2_7_1,=,15875.549997,1867.000
R2_71_1,R2_71_1,=,44.794722,12.000
R2_71_2,R2_71_2,=,0.000000,0.000
R2_7_2,R2_7_2,=,6870.882974,3102.000
R2_72_1,R2_72_1,=,26998.400792,11455.000
