R1_101_1	R1_101_1	full-splice_match	reference_match	1016.465059	153.000
R1_101_2	R1_101_2	full-splice_match	reference_match	986.679746	57.000
R1_102_1	R1_102_1	full-splice_match	reference_match	226.149010	90.000
R1_102_2	R1_102_2	full-splice_match	reference_match	95.268208	34.000
R1_103_1	R1_103_1	full-splice_match	reference_match	1789.945352	864.000
R1_103_2	R1_103_2	full-splice_match	reference_match	5872.739616	3027.000
R1_11_1	R1_11_1	full-splice_match	reference_match	24452.049650	3555.000
R1_11_2	R1_11_2	full-splice_match	reference_match	64244.354409	11031.000
R1_12_1	R1_12_1	full-splice_match	reference_match	0.000000	0.000
R1_12_2	R1_12_2	full-splice_match	reference_match	0.000000	0.000
R1_13_1	R1_13_1	full-splice_match	reference_match	1419.638883	770.000
R1_13_2	R1_13_2	full-splice_match	reference_match	744.182802	107.000
R1_14_1	R1_14_1	full-splice_match	mono-exon	133198.003469	17698.000
R1_21_1	R1_21_1	full-splice_match	reference_match	0.000000	0.000
R1_21_2	R1_21_2	full-splice_match	reference_match	0.000000	0.000
R1_22_1	R1_22_1	full-splice_match	reference_match	4522.870840	1334.000
R1_22_2	R1_22_2	full-splice_match	reference_match	5128.712671	1302.000
R1_23_1	R1_23_1	full-splice_match	reference_match	166.726179	77.000
R1_23_2	R1_23_2	full-splice_match	reference_match	143.756143	43.000
R1_24_1	R1_24_1	full-splice_match	reference_match	0.000000	0.000
R1_31_1	R1_31_1	full-splice_match	reference_match	9688.641746	1278.000
R1_31_2	R1_31_2	full-splice_match	reference_match	2052.451047	801.000
R1_32_1	R1_32_1	full-splice_match	reference_match	336.725232	75.000
R1_32_2	R1_32_2	full-splice_match	reference_match	274.754311	47.000
R1_33_1	R1_33_1	full-splice_match	reference_match	122.507795	83.000
R1_33_2	R1_33_2	full-splice_match	reference_match	2369.161515	587.000
R1_41_1	R1_41_1	full-splice_match	reference_match	3857.695249	234.000
R1_41_2	R1_41_2	full-splice_match	reference_match	862.973116	208.000
R1_42_1	R1_42_1	full-splice_match	reference_match	0.000000	0.000
R1_42_2	R1_42_2	full-splice_match	reference_match	0.000000	0.000
R1_43_1	R1_43_1	full-splice_match	reference_match	0.000000	0.000
R1_43_2	R1_43_2	full-splice_match	reference_match	0.000000	0.000
R1_51_1	R1_51_1	full-splice_match	reference_match	0.000000	0.000
R1_51_2	R1_51_2	full-splice_match	reference_match	0.000000	0.000
R1_52_1	R1_52_1	full-splice_match	reference_match	0.000000	0.000
R1_52_2	R1_52_2	full-splice_match	reference_match	17.392995	7.000
R1_53_1	R1_53_1	full-splice_match	reference_match	0.000000	0.000
R1_61_1	R1_61_1	full-splice_match	reference_match	82.988229	11.000
R1_61_2	R1_61_2	full-splice_match	reference_match	338.914928	31.000
R1_62_1	R1_62_1	full-splice_match	reference_match	97.231600	22.000
R1_62_2	R1_62_2	full-splice_match	reference_match	90.912835	11.000
R1_63_1	R1_63_1	full-splice_match	reference_match	0.000000	0.000
R1_63_2	R1_63_2	full-splice_match	reference_match	0.000000	0.000
R1_71_1	R1_71_1	full-splice_match	reference_match	303.454826	56.000
R1_71_2	R1_71_2	full-splice_match	reference_match	2302.405931	167.000
R1_72_1	R1_72_1	full-splice_match	reference_match	21.109965	5.000
R1_72_2	R1_72_2	full-splice_match	mono-exon	38.270184	12.000
R1_73_1	R1_73_1	full-splice_match	reference_match	21685.358445	11581.000
R1_73_2	R1_73_2	full-splice_match	reference_match	10789.234341	9055.000
R1_81_1	R1_81_1	full-splice_match	reference_match	9.752209	2.000
R1_81_2	R1_81_2	full-splice_match	reference_match	0.000000	0.000
R1_82_1	R1_82_1	full-splice_match	reference_match	2.709418	1.000
R1_82_2	R1_82_2	full-splice_match	reference_match	0.000000	0.000
R1_83_1	R1_83_1	full-splice_match	reference_match	0.000000	0.000
R1_83_2	R1_83_2	full-splice_match	reference_match	0.000000	0.000
R1_91_1	R1_91_1	full-splice_match	reference_match	245.755668	28.000
R1_91_2	R1_91_2	full-splice_match	reference_match	761.254120	172.000
R1_92_1	R1_92_1	full-splice_match	reference_match	4155.938702	1850.000
R1_92_2	R1_92_2	full-splice_match	reference_match	8426.460657	1290.000
R1_93_1	R1_93_1	full-splice_match	reference_match	2.112428	1.000
R1_93_2	R1_93_2	full-splice_match	reference_match	0.000000	0.000
R2_105_1	R2_105_1	full-splice_match	mono-exon	0.000000	0.000
R2_1_1	R2_1_1	full-splice_match	mono-exon	33.458586	8.000
R2_115_1	R2_115_1	full-splice_match	reference_match	0.000000	0.000
R2_115_2	R2_115_2	full-splice_match	reference_match	0.000000	0.000
R2_116_1	R2_116_1	full-splice_match	reference_match	0.000000	0.000
R2_116_2	R2_116_2	full-splice_match	reference_match	0.000000	0.000
R2_116_3	R2_116_3	full-splice_match	reference_match	16.019696	2.000
R2_117_1	R2_117_1	full-splice_match	reference_match	1942.951536	492.000
R2_117_3	R2_117_3	full-splice_match	reference_match	2575.377505	548.000
R2_140_1	R2_140_1	full-splice_match	mono-exon	399.005673	89.000
R2_14_1	R2_14_1	full-splice_match	reference_match	26334.286817	6922.000
R2_14_2	R2_14_2	full-splice_match	reference_match	170371.106189	18919.000
R2_14_3	R2_14_3	full-splice_match	reference_match	24697.877733	5398.000
R2_143_1	R2_143_1	full-splice_match	mono-exon	10.837672	2.000
R2_150_1	R2_150_1	full-splice_match	reference_match	17553.541850	2845.000
R2_150_2	R2_150_2	full-splice_match	reference_match	5956.390828	3051.000
R2_151_1	R2_151_1	full-splice_match	reference_match	28.638151	5.000
R2_151_2	R2_151_2	full-splice_match	reference_match	20.772205	5.000
R2_151_3	R2_151_3	full-splice_match	reference_match	51.501335	4.000
R2_152_1	R2_152_1	full-splice_match	reference_match	0.000000	0.000
R2_152_2	R2_152_2	full-splice_match	reference_match	0.000000	0.000
R2_153_1	R2_153_1	full-splice_match	reference_match	37.630807	5.000
R2_153_2	R2_153_2	full-splice_match	reference_match	41.729877	9.000
R2_153_3	R2_153_3	full-splice_match	reference_match	13.018792	6.000
R2_154_1	R2_154_1	full-splice_match	reference_match	9535.760162	2026.000
R2_154_2	R2_154_2	full-splice_match	reference_match	58227.771506	10652.000
