R1_101_1	R1_101_1	=	1016.465059	153.000
R1_101_2	R1_101_2	=	986.679746	57.000
R1_102_1	R1_102_1	=	226.149010	90.000
R1_102_2	R1_102_2	=	95.268208	34.000
R1_103_1	R1_103_1	=	1789.945352	864.000
R1_103_2	R1_103_2	=	5872.739616	3027.000
R1_11_1	R1_11_1	=	24452.049650	3555.000
R1_11_2	R1_11_2	=	64244.354409	11031.000
R1_12_1	R1_12_1	=	0.000000	0.000
R1_12_2	R1_12_2	=	0.000000	0.000
R1_13_1	R1_13_1	=	1419.638883	770.000
R1_13_2	R1_13_2	=	744.182802	107.000
R1_14_1	R1_14_1	=	133198.003469	17698.000
R1_21_1	R1_21_1	=	0.000000	0.000
R1_21_2	R1_21_2	=	0.000000	0.000
R1_22_1	R1_22_1	=	4522.870840	1334.000
R1_22_2	R1_22_2	=	5128.712671	1302.000
R1_23_1	R1_23_1	=	166.726179	77.000
R1_23_2	R1_23_2	=	143.756143	43.000
R1_24_1	R1_24_1	=	0.000000	0.000
R1_31_1	R1_31_1	=	9688.641746	1278.000
R1_31_2	R1_31_2	=	2052.451047	801.000
R1_32_1	R1_32_1	=	336.725232	75.000
R1_32_2	R1_32_2	=	274.754311	47.000
R1_33_1	R1_33_1	=	122.507795	83.000
R1_33_2	R1_33_2	=	2369.161515	587.000
R1_41_1	R1_41_1	=	3857.695249	234.000
R1_41_2	R1_41_2	=	862.973116	208.000
R1_42_1	R1_42_1	=	0.000000	0.000
R1_42_2	R1_42_2	=	0.000000	0.000
R1_43_1	R1_43_1	=	0.000000	0.000
R1_43_2	R1_43_2	=	0.000000	0.000
R1_51_1	R1_51_1	=	0.000000	0.000
R1_51_2	R1_51_2	=	0.000000	0.000
R1_52_1	R1_52_1	=	0.000000	0.000
R1_52_2	R1_52_2	=	17.392995	7.000
R1_53_1	R1_53_1	=	0.000000	0.000
R1_61_1	R1_61_1	=	82.988229	11.000
R1_61_2	R1_61_2	=	338.914928	31.000
R1_62_1	R1_62_1	=	97.231600	22.000
R1_62_2	R1_62_2	=	90.912835	11.000
R1_63_1	R1_63_1	=	0.000000	0.000
R1_63_2	R1_63_2	=	0.000000	0.000
R1_71_1	R1_71_1	=	303.454826	56.000
R1_71_2	R1_71_2	=	2302.405931	167.000
R1_72_1	R1_72_1	=	21.109965	5.000
R1_72_2	R1_72_2	=	38.270184	12.000
R1_73_1	R1_73_1	=	21685.358445	11581.000
R1_73_2	R1_73_2	=	10789.234341	9055.000
