325:683|9c6fdfad-d3cb-4bcd-bec4-dda67aa7232b	R2_150_2	c	0.000000	0.000
37:1249|9c2cab71-70a7-4799-9dda-06600703fb12	R1_72_2	=	1.084870	12.000
498:845|ae2c17de-5fbe-4a0f-9e65-718c5b5c5449	R2_150_2	c	1100.230725	1171.000
502:848|83247d1d-b30d-46ae-8155-9aae13f2ae62	R2_150_2	c	1067.148229	1172.000
507:857|177d7b8f-f6a3-4b56-9fa2-117481ff0f8c	R2_150_2	c	1035.154821	1172.000
53:1542|163eb694-9b35-4bbf-a6ff-97bc2e6f0c0d	R1_31_2	=	41.659344	574.000
53:898|7f5f5edf-8602-4336-9787-27fefa792486	R2_154_2	=	1517.506579	10652.000
54:1567|7d8d83b7-df31-43c2-85c1-8622544dfa6a	R1_52_2	=	0.493051	7.000
54:826|b279e3a9-df2e-4573-afa3-fd79da7474ff	R2_150_1	=	477.636165	2839.000
54:845|7e1849c1-72ba-4ee3-851a-eba0829ae2b4	R1_32_2	=	7.788642	47.000
55:2045|ab102a5f-dc3f-48a7-9311-f8559f500c3a	R2_68_2	=	0.302488	6.000
56:729|cb4908ad-4f71-4f4c-9711-8797ae5e70c8	R2_55_2	=	1.515406	7.000
56:764|46cdc9d4-1fcd-48b9-b22f-eca870067db5	R1_11_1	=	690.853453	3551.000
57:1980|1ada182a-338f-4f1e-a341-cb09d5698846	R2_53_2	c	106.500699	1758.000
58:1445|c128816d-7d79-448d-903f-2532eda1faf2	R2_45_1	=	3.989949	51.000
58:1553|c8105af3-5e09-4f7a-8206-c44b052fa759-1	R1_102_1	=	6.339565	89.000
58:740|b98e64d7-05f0-4d05-b6b2-76dac31ac48c	R2_153_1	=	1.064175	5.000
59:1086|c1528cb2-719d-497c-b007-1bccd07f4598	R1_14_1	c	2.445025	8.000
59:1843|8a22c55f-27f1-4c23-ab49-d917fd87d6c0	R2_26_1	c	4.756841	1.000
59:2006|4b51676c-2310-48d9-901e-ff99eed0709c	R1_13_1	=	40.219645	770.000
59:623|3545189c-ac6d-4a56-8c8a-da9391d074e1	R2_6_1	=	1083.272349	3618.000
60:1025|27faec34-be9e-41cf-be5e-28f6b42e7aa5	R1_62_1	=	2.756289	22.000
60:1445|cd6c2f72-7ed3-4920-97ff-cf8fea26c8d3	R2_42_1	=	110.941903	1403.000
60:1485|e97c34a7-e621-48ce-aaf8-84591655c1c1	R2_26_2	=	13.775001	182.000
60:731|f0d573f0-d8b8-4e6c-8fba-9b5f43c26d22	R1_14_1	=	3565.931113	17683.000
60:854|6b470e49-abf7-48c0-8f5d-9ff9a4a10265	R1_11_2	=	1810.529458	11028.000
60:922|0443f8ac-a386-47f8-a16a-3c49c23f1a2c	R2_19_2	c	0.434393	3.000
61:1299|6bfe4fcd-e09e-478e-995e-866d25542b43	R2_32_2	=	13.608957	155.000
62:1631|0959efd2-a9bb-49bf-9128-0863162f2592	R2_63_1	=	0.401180	6.000
62:302|0720d75b-423d-4d7e-91cf-7b31665d8fc8	R2_54_1	c	46.280559	7.000
62:692|168ca369-1534-4c58-8a1b-a5c9163f6253	R2_14_2	=	4595.670345	18783.000
62:708|a9d6b13d-3c45-4d17-a219-bc930ce22ca1	R2_41_2	=	838.981589	3486.000
63:2429|40555f1f-0e2d-4c21-beb1-4210c2705bc5	R2_72_3	=	175.064036	3195.000
63:406|2ebbd6b8-966d-4718-b595-0a11f8e2af8a	R1_92_1	c	24017.548878	1150.000
63:742|6769140c-1430-4dd7-b194-309bd4f2d694	R2_42_2	=	580.491067	2780.000
63:968|00c3f149-b712-4dec-bad9-48de8ddfb496	R1_73_2	c	685.270094	3243.000
64:1435|20f13cd7-7b4e-4f81-9d8f-26a1c97f0f99	R1_102_2	=	2.703062	34.000
64:1456|b4cbc513-b7b0-4a74-bd34-65b598a0be55	R2_57_1	=	2.395557	31.000
64:2253|5748b608-ff0c-4a2f-8d1a-227965e0a36d	R2_41_1	=	16.059367	352.000
64:2569|d885bb89-7be4-4f03-a33c-20e554ad919f	R2_59_2	=	0.395551	10.000
64:802|68f4b5fd-e32d-4057-9960-f510cfa8cbc0	R1_92_2	=	238.870459	1290.000
64:874|21441392-201d-48cb-9b51-6a67b67bd264	R2_14_3	=	717.453672	4500.000
65:1174|51ba4443-4e59-43b6-8bd1-5f32c59ee1f9	R2_59_3	=	1.270885	12.000
65:1761|ed71ae50-90d3-4338-be60-875c7bbbf20c	R2_53_3	=	106.177773	1713.000
65:1799|fe2b20a5-fe5e-48d5-8e00-94b246819bb9	R2_45_4	=	6.649498	113.000
65:522|1c05b361-be97-4a9a-a1e0-587f63e8b7ba	R2_42_2	=	201.624931	436.000
65:683|1529b282-2732-40cb-8803-41a614060c10	R1_91_1	=	6.908219	28.000
66:610|35ab0e26-c0d4-483f-9fb9-71ce0d2e1c3a	R1_61_2	=	9.607446	31.000
67:1801|a59b34c3-cf68-4610-a1c0-8189fce20c8e	R2_7_2	=	215.617103	3608.000
67:2848|9a3e3736-e45c-49f7-af37-eecdf294d10a	R2_19_2	c	0.879881	26.000
