0127f169-85fe-4505-8af0-e4cde4c0da58	R2_53_3	=	217.700278	2974.000
035f1e1c-171d-4af4-889b-c7dfbffb0e52	R2_28_2	c	0.182938	1.000
05a4fdc3-75af-437a-ae64-033cd507748b	R1_71_1	=	2.729579	15.000
05eec74b-6823-4248-955c-1cd5c90c7412	R2_14_2	=	4123.522024	12886.000
0b94841a-8ae5-401a-b5ba-68aee79df0e7	R2_154_2	=	2437.574544	13584.000
0bfdf632-e319-4051-8daa-86e1d9589237	R2_150_1	=	522.430765	2598.000
0d13467c-2783-475e-9d0c-e462cf3207ed	R1_31_2	=	30.682337	358.000
0ff2ee21-c236-4e38-9a8b-d4b70372d20e	R1_61_1	=	2.842401	11.000
11c25650-be1e-4268-872f-7ae6d944d2d1	R2_117_1	=	65.182015	490.000
14aa7e37-4714-41a9-9a8d-5ea77cad3acb	R2_116_1	=	1.566061	8.000
1731730b-034e-4f4d-8505-a6ac8308a715	R2_150_1	=	550.797270	2414.000
1750eb04-662d-4be8-9b84-9abfd384c63f	R2_68_1	c	0.544637	9.000
192c07d6-91f8-4952-b3ef-853feb1cdec2	R2_42_2	=	420.628313	1697.000
1bb59d92-f87d-468c-adba-e67881edcb47	R1_91_1	=	7.812097	26.000
1bf34a06-e5ef-4750-9c2a-65f73c873c18	R2_38_4	=	1016.060620	3244.000
1c5ee04d-4ba4-4a9f-9488-23dfff38d3ef	R1_11_2	=	249.412292	333.000
1c82fa9d-d4a5-4d69-bd6e-ff6c06008fc9	R1_71_2	=	14.576417	33.000
1e9b5a1c-c5e6-4644-9d7c-66136f258edb	R2_45_3	=	6.501779	107.000
20ee1c9b-1d35-4523-baf9-ff722ce18c38	R2_71_1	=	1.433897	12.000
22ec7fa7-b9e2-4460-bca9-e28c9e6c8b60	R2_150_1	=	571.351393	2189.000
242ad005-c50d-4cc6-b164-f3a0b8e4fc5e	R2_38_2	=	710.900817	3549.000
26229f6f-7c25-40f7-890d-5c03753bb299	R2_59_3	=	1.233414	10.000
26f9ff23-8c84-4f75-b4c4-33a8c60c3f0d	R2_65_1	=	1703.254988	10909.000
2813feed-1e04-420e-9d61-60da9e559530	R2_65_1	=	0.000000	0.000
2998a646-6f53-46b3-a944-814f8ca243c5	R2_28_2	=	10.860951	240.000
2b5971f8-71e6-4812-88dc-6fcee6c99db3	R1_92_1	c	13075.136372	535.000
2c5f1850-b191-4c98-8378-62fec631bc48	R2_65_1	=	1708.416367	10909.000
2de75926-94e0-4f40-aa32-17f94e1ad297	R2_42_1	=	89.572458	955.000
351f5a61-13fe-4ced-8d50-6bf4e8a77b95	R1_61_2	=	6.840003	18.000
3b658899-b1ed-4082-9465-e7479bfcf124	R2_28_3	=	44.334641	169.000
3bf8ca17-c094-4ed1-b865-c4a12443e23b	R2_14_2	=	4219.187233	14083.000
3d60d061-3146-4b95-b6f5-937ca9d24bbc	R1_13_1	=	26.393727	429.000
3ed5e9c6-d9b5-46c6-bfec-c022f60e30f8	R2_53_2	=	209.900411	3432.000
3f6319f3-ae28-43f7-b558-158f4558ffaa	R2_46_2	=	196.027682	385.000
40dfea47-b015-4cbd-a944-128e969d6d4c	R2_54_1	c	8.055257	4.000
42827c4b-1d54-4e4a-bbab-140ccf305361	R2_63_3	=	1.604258	7.000
44ffc0c2-88f2-4fd6-852c-73e51e8aa97e	R2_38_1	=	116.788024	661.000
4514a87c-5d13-4b51-abe4-320cbbb4505e	R1_102_1	=	12.877922	153.000
48370fb1-de33-423c-80c6-45d82585d6da	R2_150_2	c	536.845837	857.000
4ab03805-8291-4f82-8cb9-2e0646a7bbfc	R1_31_1	=	200.001699	774.000
